element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
629,21,1,0,False,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,246,304,362,116
629,33,10,0,True,2024-09-14T14:00:00Z,0,0,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,62,382,207,145
629,42,16,0,True,2024-09-22T13:00:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,8,395,72,64
629,54,6,0,False,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-21,379,48,69
629,64,18,0,True,2024-10-06T15:30:00Z,3,2,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-15,372,53,68
629,76,15,0,False,2024-10-19T14:00:00Z,0,1,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,32,412,76,44
629,84,20,0,True,2024-10-26T14:00:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-14,402,22,36
629,94,12,0,False,2024-11-02T15:00:00Z,2,1,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,20,430,58,38
629,102,13,8,True,2024-11-09T17:30:00Z,2,1,11,False,33,1,0,0,0,0,0,0,0,0,0,2,29,35.6,0.4,19.0,5.5,0,0.52,0.01,0.53,0.27,55,62,498,105,43
629,113,3,1,False,2024-11-23T15:00:00Z,1,2,12,False,14,0,0,0,1,0,0,0,0,0,0,0,4,2.6,0.5,4.0,0.7,0,0.03,0.00,0.03,0.89,55,8894,10261,9410,516
629,122,17,1,True,2024-11-29T20:00:00Z,1,1,13,False,71,0,0,0,1,0,0,0,1,0,0,0,6,2.2,5.6,19.0,2.7,1,0.04,0.41,0.45,0.96,55,785,10922,2266,1481
629,135,9,0,False,2024-12-05T19:30:00Z,3,1,14,False,80,0,0,0,2,1,0,0,0,0,0,0,5,6.6,45.2,7.0,5.9,1,0.10,0.24,0.34,0.63,55,-540,10529,1184,1724
629,147,11,1,False,2024-12-08T14:00:00Z,2,2,15,False,19,0,0,0,2,0,0,0,0,0,0,0,8,6.6,10.5,0.0,1.7,0,0.00,0.02,0.02,1.00,55,-674,10014,911,1585
629,153,7,0,True,2024-12-15T14:00:00Z,1,3,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1199,9025,518,1717
629,170,19,0,False,2024-12-21T15:00:00Z,1,1,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-2024,7071,192,2216
629,173,4,3,True,2024-12-27T19:30:00Z,0,0,18,False,66,0,0,1,0,0,0,0,0,0,0,0,20,16.4,38.5,38.0,9.3,1,0.17,0.17,0.34,0.57,55,-1190,6066,181,1371
629,181,2,1,False,2024-12-30T19:45:00Z,2,2,19,False,21,0,0,0,0,0,0,0,0,0,0,0,4,3.0,4.5,7.0,1.5,0,0.19,0.07,0.26,0.19,55,-321,5878,334,655
629,193,1,1,True,2025-01-04T17:30:00Z,1,1,20,False,45,0,0,0,1,0,0,0,0,0,0,0,5,5.6,11.8,4.0,2.1,1,0.01,0.09,0.10,0.58,55,-519,5486,281,800
