id,isResult,h,a,goals,xG,datetime,forecast
26602,True,89,228,"{'h': '1', 'a': '0'}","{'h': '2.04268', 'a': '0.418711'}",2024-08-16 19:00:00,"{'w': '0.8069', 'd': '0.1489', 'l': '0.0442'}"
26603,True,285,87,"{'h': '0', 'a': '2'}","{'h': '0.342601', 'a': '3.92906'}",2024-08-17 11:30:00,"{'w': '0.0026', 'd': '0.018', 'l': '0.9794'}"
26604,True,83,229,"{'h': '2', 'a': '0'}","{'h': '1.6283', 'a': '0.575835'}",2024-08-17 14:00:00,"{'w': '0.6528', 'd': '0.231', 'l': '0.1162'}"
26605,True,72,220,"{'h': '0', 'a': '3'}","{'h': '0.405325', 'a': '1.79083'}",2024-08-17 14:00:00,"{'w': '0.0481', 'd': '0.1635', 'l': '0.7884'}"
26606,True,86,74,"{'h': '1', 'a': '0'}","{'h': '0.433489', 'a': '1.95483'}",2024-08-17 14:00:00,"{'w': '0.0378', 'd': '0.164', 'l': '0.7982'}"
26607,True,249,73,"{'h': '1', 'a': '1'}","{'h': '1.24405', 'a': '1.90915'}",2024-08-17 14:00:00,"{'w': '0.1994', 'd': '0.2537', 'l': '0.5469'}"
26608,True,81,71,"{'h': '1', 'a': '2'}","{'h': '2.8047', 'a': '2.6703'}",2024-08-17 16:30:00,"{'w': '0.4123', 'd': '0.2321', 'l': '0.3556'}"
26609,True,244,78,"{'h': '2', 'a': '1'}","{'h': '1.38064', 'a': '1.14757'}",2024-08-18 13:00:00,"{'w': '0.4248', 'd': '0.3141', 'l': '0.2611'}"
26610,True,80,88,"{'h': '0', 'a': '2'}","{'h': '1.06123', 'a': '1.18038'}",2024-08-18 15:30:00,"{'w': '0.3036', 'd': '0.3245', 'l': '0.3719'}"
26611,True,75,82,"{'h': '1', 'a': '1'}","{'h': '1.02614', 'a': '1.40775'}",2024-08-19 19:00:00,"{'w': '0.2541', 'd': '0.2951', 'l': '0.4508'}"
26612,True,220,89,"{'h': '2', 'a': '1'}","{'h': '2.14153', 'a': '1.28556'}",2024-08-24 11:30:00,"{'w': '0.601', 'd': '0.2392', 'l': '0.1598'}"
26613,True,78,81,"{'h': '0', 'a': '2'}","{'h': '1.3761', 'a': '1.53421'}",2024-08-24 14:00:00,"{'w': '0.3315', 'd': '0.2678', 'l': '0.4007'}"
26614,True,228,75,"{'h': '2', 'a': '1'}","{'h': '1.96218', 'a': '0.857005'}",2024-08-24 14:00:00,"{'w': '0.6596', 'd': '0.215', 'l': '0.1254'}"
26615,True,88,285,"{'h': '4', 'a': '1'}","{'h': '3.07818', 'a': '0.479999'}",2024-08-24 14:00:00,"{'w': '0.9435', 'd': '0.0503', 'l': '0.0062'}"
26616,True,74,249,"{'h': '0', 'a': '1'}","{'h': '0.214952', 'a': '2.86475'}",2024-08-24 14:00:00,"{'w': '0.0067', 'd': '0.0496', 'l': '0.9437'}"
26617,True,82,72,"{'h': '4', 'a': '0'}","{'h': '2.61143', 'a': '0.648869'}",2024-08-24 14:00:00,"{'w': '0.8398', 'd': '0.1124', 'l': '0.0478'}"
26618,True,71,83,"{'h': '0', 'a': '2'}","{'h': '1.31664', 'a': '1.41399'}",2024-08-24 16:30:00,"{'w': '0.3113', 'd': '0.3023', 'l': '0.3864'}"
26619,True,229,80,"{'h': '2', 'a': '6'}","{'h': '2.4181', 'a': '2.02935'}",2024-08-25 13:00:00,"{'w': '0.4888', 'd': '0.2228', 'l': '0.2884'}"
26620,True,73,86,"{'h': '1', 'a': '1'}","{'h': '2.53513', 'a': '1.89287'}",2024-08-25 13:00:00,"{'w': '0.5396', 'd': '0.2334', 'l': '0.227'}"
26621,True,87,244,"{'h': '2', 'a': '0'}","{'h': '2.71877', 'a': '0.457239'}",2024-08-25 15:30:00,"{'w': '0.8893', 'd': '0.0893', 'l': '0.0214'}"
26622,True,83,220,"{'h': '1', 'a': '1'}","{'h': '2.41798', 'a': '1.81748'}",2024-08-31 11:30:00,"{'w': '0.5278', 'd': '0.2236', 'l': '0.2486'}"
26623,True,244,74,"{'h': '3', 'a': '1'}","{'h': '3.86281', 'a': '1.64713'}",2024-08-31 14:00:00,"{'w': '0.8348', 'd': '0.1027', 'l': '0.0625'}"
26624,True,72,73,"{'h': '2', 'a': '3'}","{'h': '2.55629', 'a': '2.95688'}",2024-08-31 14:00:00,"{'w': '0.3027', 'd': '0.216', 'l': '0.4813'}"
26625,True,285,228,"{'h': '1', 'a': '1'}","{'h': '0.707048', 'a': '1.18883'}",2024-08-31 14:00:00,"{'w': '0.2034', 'd': '0.3116', 'l': '0.485'}"
26626,True,75,71,"{'h': '1', 'a': '2'}","{'h': '0.774741', 'a': '2.16385'}",2024-08-31 14:00:00,"{'w': '0.0646', 'd': '0.1791', 'l': '0.7563'}"
26627,True,249,229,"{'h': '1', 'a': '1'}","{'h': '1.41069', 'a': '0.937632'}",2024-08-31 14:00:00,"{'w': '0.4728', 'd': '0.3229', 'l': '0.2043'}"
26628,True,81,88,"{'h': '1', 'a': '3'}","{'h': '0.947201', 'a': '3.19297'}",2024-08-31 16:30:00,"{'w': '0.0483', 'd': '0.1075', 'l': '0.8442'}"
26629,True,86,82,"{'h': '2', 'a': '1'}","{'h': '1.58694', 'a': '1.63304'}",2024-09-01 12:30:00,"{'w': '0.3519', 'd': '0.2857', 'l': '0.3624'}"
26630,True,80,78,"{'h': '1', 'a': '1'}","{'h': '2.97743', 'a': '0.459708'}",2024-09-01 12:30:00,"{'w': '0.9429', 'd': '0.0461', 'l': '0.011'}"
26631,True,89,87,"{'h': '0', 'a': '3'}","{'h': '1.50087', 'a': '2.10397'}",2024-09-01 15:00:00,"{'w': '0.2409', 'd': '0.2462', 'l': '0.5129'}"
26632,True,74,89,"{'h': '0', 'a': '3'}","{'h': '1.35593', 'a': '3.02693'}",2024-09-14 11:30:00,"{'w': '0.0634', 'd': '0.1533', 'l': '0.7833'}"
26633,True,220,285,"{'h': '0', 'a': '0'}","{'h': '1.75696', 'a': '0.721323'}",2024-09-14 14:00:00,"{'w': '0.6638', 'd': '0.2448', 'l': '0.0914'}"
26634,True,228,81,"{'h': '1', 'a': '1'}","{'h': '2.88601', 'a': '0.682719'}",2024-09-14 14:00:00,"{'w': '0.8681', 'd': '0.0971', 'l': '0.0348'}"
26635,True,87,249,"{'h': '0', 'a': '1'}","{'h': '1.17044', 'a': '0.589532'}",2024-09-14 14:00:00,"{'w': '0.5221', 'd': '0.3244', 'l': '0.1535'}"
26636,True,78,75,"{'h': '2', 'a': '2'}","{'h': '2.88716', 'a': '1.65187'}",2024-09-14 14:00:00,"{'w': '0.6779', 'd': '0.1869', 'l': '0.1352'}"
26637,True,88,244,"{'h': '2', 'a': '1'}","{'h': '1.55279', 'a': '1.05094'}",2024-09-14 14:00:00,"{'w': '0.4771', 'd': '0.2847', 'l': '0.2382'}"
26638,True,71,72,"{'h': '3', 'a': '2'}","{'h': '3.15876', 'a': '0.852158'}",2024-09-14 16:30:00,"{'w': '0.8919', 'd': '0.0838', 'l': '0.0243'}"
